Name,Filename,Artwork,HD,M4V,Backup,Artist,Main Genre,Genres,Release Date,Description,Rating,Studio,Director,Producers,Screenwriters,Media Kind,Path
"The Queen","The Queen.m4v","artwork/01390/The%20Queen.art[0].png",0,1,0,"Alex Jennings, Helen McCrory, Helen Mirren, James Cromwell, Michael Sheen, Paul Barrett, Roger Allam, Sylvia Syms, Tim McMullan","Drama","Drama, Foreign","2006-09-30","The Queen is an intimate behind the scenes glimpse at the interaction between HM Elizabeth II and Prime Minister Tony Blair during their struggle, following the death of Diana, to reach a compromise between what was a private tragedy for the Royal family and the public's demand for an overt display of mourning.","0","Helen Mirren, Michael Sheen, James Cromwell, Sylvia Syms, Helen McCrory, Paul Barrett, Alex Jennings, Roger Allam, Tim McMullan","Stephen Frears","Christine Langan, Tracey Seaward, Andy Harries, François Ivernel, Cameron McCracken, Scott Rudin","Peter Morgan","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Queen/The Queen.m4v"
"The Raid: Redemption","The Raid_ Redemption.m4v","artwork/01391/The%20Raid_%20Redemption.art[0].png",0,1,0,"Ananda George, Doni Alamsyah, Iko Uwais, Joe Taslim, Pierre Gruno, Ray Sahetapy, Tegar Satrya, Verdi Solaiman, Yayan Ruhian","Action & Adventure","Action, Thriller, Crime, Foreign","2012-03-23","Deep in the heart of Jakarta's slums lies an impenetrable safe house for the world's most dangerous killers and gangsters. Until now, the run-down apartment block has been considered untouchable to even the bravest of police. Cloaked under the cover of pre-dawn darkness and silence, an elite swat team is tasked with raiding the safe house in order to take down the notorious drug lord that runs it. But when a chance encounter with a spotter blows their cover and news of their assault reaches the drug lord, the building's lights are cut and all the exits blocked. Stranded on the sixth floor with no way out, the unit must fight their way through the city's worst to survive their mission. Starring Indonesian martial arts sensation Iko Uwais.","0","","Gareth Evans","Rangga Maya Barack-Evans, Nathaniel Bolotin, Todd Brown, Irwan D. Musry, Ario Sagantoro, Nick Spicer, Aram Tertzakian","Gareth Evans","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Raid_ Redemption/The Raid_ Redemption.m4v"
"The Raven","The Raven.m4v","artwork/01392/The%20Raven.art[0].png",0,1,0,"Alice Eve, Brendan Coyle, Brendan Gleeson, Dave Legeno, Jimmy Yuill, John Cusack, Kevin McNally, Luke Evans, Oliver Jackson-Cohen, Pam Ferris","Thriller","Thriller, Mystery","2012-04-27","A fictionalized account of the last days of Edgar Allan Poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories.","0","Intrepid Pictures, FilmNation Entertainment, Pioneer Pictures, Relativity Media, Galavis Film","James McTeigue","Trevor Macy, Aaron Ryder, James D. Stern, Jesus Martinez Asencio, Glen Basner, Marc D. Evans, Elaine Grainger, Andjelija Vlaisavljevic, Ildiko Kemeny","Hannah Shakespeare, Ben Livingston","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Raven/The Raven.m4v"
"The Reader","The Reader.m4v","artwork/01393/The%20Reader.art[0].png",0,1,0,"Alexandra Maria Lara, Bruno Ganz, David Kross, Fabian Busch, Hannah Herzsprung, Jeanette Hain, Karoline Herfurth, Kate Winslet, Ralph Fiennes, Volker Bruch","Romance","Drama, Romance","2008-12-10","Tells the story of Michael Berg, a German lawyer who as a teenager in the late 1950s had an affair with an older woman, Hanna, who then disappeared only to resurface years later as one of the defendants in a war crimes trial stemming from her actions as a concentration camp guard late in the war. He alone realizes that Hanna is illiterate and may be concealing that at the expense of her freedom.","0","Kate Winslet, Ralph Fiennes, Hannah Herzsprung, Alexandra Maria Lara, Bruno Ganz, Karoline Herfurth, David Kross, Volker Bruch, Jeanette Hain, Fabian Busch","Stephen Daldry","Anthony Minghella","David Hare, Bernhard Schlink","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Reader/The Reader.m4v"
"The Red Baron","The Red Baron.m4v","artwork/01394/The%20Red%20Baron.art[0].png",0,1,0,"Axel Prahl, Gitta Schweighöfer, Hanno Koffler, Jan Vlasák, Joseph Fiennes, Lena Headey, Matthias Schweighöfer, Maxim Mehmet, Ralph Misske, Steffen Schroeder, Til Schweiger, Tino Mewes, Volker Bruch","Drama","Action, Adventure, Drama, History","2008-03-31","Richthofen goes off to war like thousands of other men. As fighter pilots, they become cult heroes for the soldiers on the battlefields. Marked by sportsmanlike conduct, technical exactitude and knightly propriety, they have their own code of honour. Before long he begins to understand that his hero status is deceptive. His love for Kate, a nurse, opens his eyes to the brutality of war.","0","Matthias Schweighöfer, Til Schweiger, Lena Headey, Joseph Fiennes, Volker Bruch, Maxim Mehmet, Steffen Schroeder, Hanno Koffler, Tino Mewes, Ralph Misske, Axel Prahl, Gitta Schweighöfer, Jan Vlasák","Nikolai Müllerschön","Nikolai Müllerschön, Dan Maag, Roland Pellegrino, Thomas Reisser, Franziska Aigner-Kuhn","Nikolai Müllerschön","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Red Baron/The Red Baron.m4v"
"The Resident","The Resident.m4v","artwork/01395/The%20Resident.art[0].png",0,1,0,"Christopher Lee, Hilary Swank, Jeffrey Dean Morgan, Lee Pace","Drama","Drama, Thriller, Mystery, Foreign","2011-02-18","Juliet, a beautiful doctor, has found the perfect New York apartment to start a new life after separating from her husband. It's got spacious rooms, a spectacular view, and a handy, handsome landlord. But there are secrets behind every wall and terror in every room as Juliet gets the unnerving feeling that she is not alone.","0","Christopher Lee, Lee Pace, Hilary Swank, Jeffrey Dean Morgan","Antti Jokinen","","","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Resident/The Resident.m4v"
"The Revenant","The Revenant.m4v","artwork/01396/The%20Revenant.art[0].jpg",0,1,0,"Alejandro González Iñárritu, Brad Carter, Brendan Fletcher, Domhnall Gleeson, Joshua Burge, Kristoffer Joner, Leonardo DiCaprio, Lukas Haas, Paul Anderson, Robert Moloney, Tom Hardy, Will Poulter","Drama","Drama, Adventure","2015-12-25","In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.","0","Anonymous Content, New Regency Pictures","Alejandro González Iñárritu","Megan Ellison, Brett Ratner","Alejandro González Iñárritu, Mark L. Smith, Michael Punke","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Revenant/The Revenant.m4v"
"The Rite","The Rite.m4v","artwork/01397/The%20Rite.art[0].png",0,1,0,"Alice Braga, Anthony Hopkins, Ciarán Hinds, Colin O'Donoghue, Marta Gastini, Rutger Hauer, Toby Jones","Drama","Drama, Thriller, Horror","2011-01-28","Seminary student Michael Kovak (Colin O'Donoghue) reluctantly attends exorcism school at the Vatican. While he’s in Rome, Michael meets an unorthodox priest, Father Lucas (Anthony Hopkins), who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on Earth.","0","Anthony Hopkins, Colin O'Donoghue, Alice Braga, Toby Jones, Ciarán Hinds, Rutger Hauer, Marta Gastini","Mikael Håfström","","","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Rite/The Rite.m4v"
"The Rum Diary","The Rum Diary.m4v","artwork/01398/The%20Rum%20Diary.art[0].png",0,1,0,"Aaron Eckhart, Amaury Nolasco, Amber Heard, Bill Smitrovich, Giovanni Ribisi, Johnny Depp, Marshall Bell, Richard Jenkins","Comedy","Drama, Comedy","2011-10-28","Tired of the noise and madness of New York and the crushing conventions of late Eisenhower-era America, itinerant journalist Paul Kemp travels to the pristine island of Puerto Rico to write for a local San Juan newspaper run by the downtrodden editor Lotterman. Adopting the rum-soaked lifestyle of the late ‘50s version of Hemingway’s “The Lost Generation,” Paul soon becomes entangled with a very attractive American woman, Chenaults and her fiancée Sanderson, a businessman involved in shady property development deals.  It is within this world that Kemp ultimately discovers his true voice as a writer and integrity as a man.","0","","Bruce Robinson","","Bruce Robinson","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Rum Diary/The Rum Diary.m4v"
"The Samaritan","The Samaritan (HD).m4v","artwork/01399/The%20Samaritan%20(HD).art[0].png",1,1,0,"Luke Kirby, Ruth Negga, Samuel L. Jackson, Tom Wilkinson","Thriller","Thriller","2012-05-18","After twenty years in prison, Foley is finished with the grifter's life. When he meets an elusive young woman named Iris, the possibility of a new start looks real. But his past is proving to be a stubborn companion.","","","David Weaver","Suzanne Cheriton, Andras Hamori, Tony Wosk","","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Samaritan/The Samaritan (HD).m4v"
"The Second Best Exotic Marigold Hotel","The Second Best Exotic Marigold Hotel (1080p HD).m4v","artwork/01400/The%20Second%20Best%20Exotic%20Marigold%20Hotel%20(1080p%20HD).art[0].jpg",1,1,0,"Bill Nighy, Celia Imrie, David Strathairn, Dev Patel, Diana Hardcastle, John Madden, Judi Dench, Lillete Dubey, Maggie Smith, Penelope Wilton, Richard Gere, Ronald Pickup, Tamsin Greig, Tina Desae","Drama","Drama, Comedy","2015-02-26","As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel.","0","Participant Media, Fox Searchlight, Blueprint Pictures","John Madden","","Ol Parker","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Second Best Exotic Marigold Hotel/The Second Best Exotic Marigold Hotel (1080p HD).m4v"
"The Secret Life of Walter Mitty","The Secret Life of Walter Mitty (1080p HD).m4v","artwork/01401/The%20Secret%20Life%20of%20Walter%20Mitty%20(1080p%20HD).art[0].jpg",1,1,0,"Adam Scott, Alex Anfanger, Ben Stiller, Gary Wilmes, Gurdeep Singh, Kathryn Hahn, Kristen Wiig, Patton Oswalt, Sean Penn, Shirley MacLaine, Terence Bernie Hines","Comedy","Adventure, Comedy, Drama, Fantasy","2013-12-25","A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.","0","Constantin Film","Ben Stiller","Ben Stiller, John Goldwyn, Samuel Goldwyn Jr., Stuart Cornfeld","Steve Conrad, James Thurber","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Secret Life of Walter Mitty/The Secret Life of Walter Mitty (1080p HD).m4v"
"The Secret World of Arrietty","The Secret World of Arrietty.m4v","artwork/01402/The%20Secret%20World%20of%20Arrietty.art[0].png",0,1,0,"Amy Poehler, Bridgit Mendler, Carol Burnett, David Henrie, Geraldine McEwan, Keiko Takeshita, Kirin Kiki, Luke Allen-Gale, Mark Strong, Mirai Shida, Moises Arias, Olivia Colman, Phyllida Law, Ryûnosuke Kamiki, Saoirse Ronan, Shinobu Ōtake, Tatsuya Fujiwara, Tom Holland, Tomokazu Miura, Will Arnett","Kids & Family","Fantasy, Animation, Science Fiction, Foreign","2012-02-17","14-year-old Arrietty and the rest of the Clock family live in peaceful anonymity as they make their own home from items 'borrowed' from the house's human inhabitants. However, life changes for the Clocks when a human boy discovers Arrietty.","0","Studio Ghibli","Hiromasa Yonebayashi","Toshio Suzuki","Hayao Miyazaki, Mary Norton","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Secret World of Arrietty/The Secret World of Arrietty.m4v"
"The Sessions","The Sessions.m4v","artwork/01403/The%20Sessions.art[0].png",0,1,0,"Adam Arkin, Annika Marks, Blake Lindsley, Helen Hunt, John Hawkes, Moon Bloodgood, W. Earl Brown, William H. Macy","Romance","Drama, Romance","2012-10-19","A man in an iron lung who wishes to lose his virginity contacts a professional sex surrogate with the help of his therapist and priest.","0","Such Much Films, Rhino Films","Ben Lewin","Judi Levine","Ben Lewin","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Sessions/The Sessions.m4v"
"The Simpsons Movie (Doblada)","The Simpsons Movie (Doblada).m4v","artwork/01404/The%20Simpsons%20Movie%20(Doblada).art[0].png",0,1,0,"Dan Castellaneta, Hank Azaria, Harry Shearer, Joe Mantegna, Julie Kavner, Kelsey Grammer, Maile Flanagan, Marcia Wallace, Nancy Cartwright, Pamela Hayden, Tom Hanks, Yeardley Smith","Comedy","Animation, Comedy, Family","2007-07-27","After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.","0","20th Century Fox","David Silverman","","James L. Brooks, Matt Groening, Sam Simon","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Simpsons Movie (Doblada)/The Simpsons Movie (Doblada).m4v"
"The Simpsons Movie","The Simpsons Movie.m4v","artwork/01405/The%20Simpsons%20Movie.art[0].png",0,1,0,"Dan Castellaneta, Hank Azaria, Harry Shearer, Joe Mantegna, Julie Kavner, Kelsey Grammer, Maile Flanagan, Marcia Wallace, Nancy Cartwright, Pamela Hayden, Tom Hanks, Yeardley Smith","Comedy","Animation, Comedy, Family","2007-07-27","After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.","0","20th Century Fox","David Silverman","","James L. Brooks, Matt Groening, Sam Simon","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Simpsons Movie/The Simpsons Movie.m4v"
"The Sitter","The Sitter.m4v","artwork/01406/The%20Sitter.art[0].png",0,1,0,"Alex Wolff, Ari Graynor, Bruce Altman, D.W. Moffett, Erin Daniels, J.B. Smoove, Jessica Hecht, Jonah Hill, Kevin Hernandez, Kylie Bunbury, Landry Bender, Max Records, Method Man, Sam Rockwell, Sean Patrick Doyle","Comedy","Comedy","2011-12-09","Noah, is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter. He's reluctant to take a sitting gig; he'd rather, well, be doing anything else, especially if it involves slacking. When Noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city. To hook up with her, Noah takes to the streets, but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord.","0","Twentieth Century Fox Film Corporation","David Gordon Green","Carmen Cuba, Alexa L. Fogel, Michael De Luca","Alessandro Tanaka, Brian Gatewood","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Sitter/The Sitter.m4v"
"The Skin I Live In","The Skin I Live In.m4v","artwork/01407/The%20Skin%20I%20Live%20In.art[0].png",0,1,0,"Antonio Banderas, Blanca Suárez, Bárbara Lennie, Eduard Fernández, Elena Anaya, Fernando Cayo, Jan Cornet, José Gómez, Marisa Pared, Roberto Álamo, Susi Sánchez","Drama","Drama, Horror, Thriller, Mystery, Foreign","2011-10-14","Ever since his wife was burned in a car crash, Dr. Robert Ledgard, an eminent plastic surgeon, has been interested in creating a new skin with which he could have saved her. After twelve years, he manages to cultivate a skin that is a real shield against every assault. In addition to years of study and experimentation, Robert needed three more things: no scruples, an accomplice and a human guinea pig. Scruples were never a problem. Marilia, the woman who looked after him from the day he was born, is his most faithful accomplice. And as for the human guinea pig…","0","","Pedro Almodóvar","","Thierry Jonquet, Pedro Almodóvar","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Skin I Live In/The Skin I Live In.m4v"
"The Smurfs 2","The Smurfs 2 (1080p HD).m4v","artwork/01408/The%20Smurfs%202%20(1080p%20HD).art[0].jpg",1,1,0,"Alan Cumming, Anton Yelchin, Brendan Gleeson, Christina Ricci, George Lopez, Hank Azaria, J. B. Smoove, Jayma Mays, John Oliver, Jonathan Winters, Katy Perry, Neil Patrick Harris, Raja Gosnell","Kids & Family","Animation, Comedy, Fantasy, Family","2013-07-31","The Smurfs team up with their human friends to rescue Smurfette, who has been kidnapped by Gargamel since she knows a secret spell that can turn the evil sorcerer's newest creation — creatures called the Naughties — into real Smurfs.","0","Kerner Entertainment Company, Columbia Pictures, Sony Pictures Animation","Raja Gosnell","","Karey Kirkpatrick","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Smurfs 2/The Smurfs 2 (1080p HD).m4v"
"The Smurfs","The Smurfs (1080p HD).m4v","artwork/01409/The%20Smurfs%20(1080p%20HD).art[0].png",1,1,0,"Adam Wylie, Alan Cumming, Anton Yelchin, B.J. Novak, Fred Armisen, Gary Basaraba, George Lopez, Hank Azaria, Jayma Mays, Jeff Foxworthy, John Oliver, Jonathan Winters, Katy Perry, Kenan Thompson, Neil Patrick Harris, Paul Reubens, Sofía Vergara, Wolfgang Puck","Kids & Family","Animation, Family, Adventure, Comedy","2011-07-29","When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.","0","Sony Pictures Animation, Kerner Entertainment Company, Columbia Pictures","Raja Gosnell","Ben Haber, Jordan Kerner, Paul Neesan, Ezra Swerdlow, Richard Hicks, David Rubin","J. David Stem, David N. Weiss, David Ronn, J. David Stem, David N. Weiss, Peyo, Jay Scherick","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Smurfs/The Smurfs (1080p HD).m4v"
"The Soloist","The Soloist.m4v","artwork/01410/The%20Soloist.art[0].png",0,1,0,"Catherine Keener, Jamie Foxx, Lisa Gay Hamilton, Lorraine Toussaint, Michael Bunin, Nelsan Ellis, Rachael Harris, Robert Downey Jr, Stephen Root, Tom Hollander","Drama","Drama, Musical","2009-04-24","In 2005, Steve Lopez (Robert Downey, Jr.) is a journalist working for the L.A. Times. He is divorced and now works for his ex-wife, Mary (Catherine Keener), an editor. A biking accident lands Lopez in a hospital.One day, he hears a violin being played beautifully. Investigating, he encounters Nathaniel Ayers (Jamie Foxx), a homeless schizophrenic, who continues to bother Lopez until he introduces himself. During the conversation that follows, Lopez learns that Ayers once attended Juilliard. Curious as to how a former student of such a prestigious school ended up on the streets, Lopez contacts Juilliard but learns that no record of Ayers graduating from it exists. Though at first figuring a schizophrenic who's talented with a violin isn't worth his time, Lopez soon realizes that he has no better story to write about. Luckily, he soon learns that Ayers did attend Juilliard, but dropped out after two years.","0","","Joe Wright","Francine Maisler, Russ Krasnoff, Gary Foster, Patricia Whitcher","Steve Lopez, Susannah Grant","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Soloist/The Soloist.m4v"
"The Sorcerer's Apprentice","The Sorcerer's Apprentice.m4v","artwork/01411/The%20Sorcerer's%20Apprentice.art[0].png",0,1,0,"Alfred Molina, Alice Krige, Ethan Peck, Jay Baruchel, Monica Bellucci, Nicolas Cage, Peyton List, Teresa Palmer","Kids & Family","Action, Adventure, Drama, Family, Fantasy, Science Fiction","2010-07-15","An innovative and epic comedy adventure about a sorcerer and his hapless apprentice who are swept into the center of an ancient conflict between good and evil.","0","Walt Disney Pictures, Jerry Bruckheimer","Jon Turteltaub","","Doug Miro, Carlos Bernard","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Sorcerer's Apprentice/The Sorcerer's Apprentice.m4v"
"The Sound of Music","The Sound of Music.m4v","artwork/01412/The%20Sound%20of%20Music.art[0].png",0,1,0,"Christopher Plummer, Eleanor Parker, Julie Andrews, Peggy Wood, Richard Haydn","Music","Drama, Musical, Music, Romance, Family, Holiday","1965-03-02","Rodgers and Hammerstein's The Sound of Music is a 1965 American musical film directed by Robert Wise and starring Julie Andrews and Christopher Plummer. The film is based on the Broadway musical The Sound of Music, with songs written by Richard Rodgers and Oscar Hammerstein II. It was photographed in 70mm Todd-AO by Ted D. McCord. It won a total of five Academy Awards including Best Picture in 1965 and is one of the most popular musicals ever produced. The cast album was nominated for a Grammy Award for Album of the Year. Adjusted for inflation, it made $1.046 billion domestically at 2010 prices, putting it third on the list of all-time inflation-adjusted box office hits, behind Gone with the Wind and Star Wars. The movie is based on a postulant nun, Maria, who leaves her Abbey to become a Governess to a retired Austrian Naval Captain and his 7 children.","0","20th Century Fox, Robert Wise Productions, Argyle Enterprises","Robert Wise","","Ernest Lehman, Russel Crouse, Howard Lindsay","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Sound of Music/The Sound of Music.m4v"
"The SpongeBob SquarePants Movie (Doblada)","The SpongeBob SquarePants Movie (Doblada).m4v","artwork/01413/The%20SpongeBob%20SquarePants%20Movie%20(Doblada).art[0].png",0,1,0,"Alec Baldwin, Bill Fagerbakke, Carolyn Lawrence, Clancy Brown, David Hasselhoff, Jeffrey Tambor, Rodger Bumpass, Scarlett Johansson, Tom Kenny","Kids & Family","Animation, Comedy, Family","2004-11-14","There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life.","0","","Stephen Hillenburg","Stephen Hillenburg, Julia Pistor, Gina Shay, Albie Hecht, Derek Drymon","Stephen Hillenburg","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The SpongeBob SquarePants Movie (Doblada)/The SpongeBob SquarePants Movie (Doblada).m4v"
"The SpongeBob SquarePants Movie","The SpongeBob SquarePants Movie.m4v","artwork/01414/The%20SpongeBob%20SquarePants%20Movie.art[0].png",0,1,0,"Alec Baldwin, Bill Fagerbakke, Carolyn Lawrence, Clancy Brown, David Hasselhoff, Jeffrey Tambor, Rodger Bumpass, Scarlett Johansson, Tom Kenny","Kids & Family","Animation, Comedy, Family","2004-11-14","There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life.","0","","Stephen Hillenburg","Stephen Hillenburg, Julia Pistor, Gina Shay, Albie Hecht, Derek Drymon","Stephen Hillenburg","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The SpongeBob SquarePants Movie/The SpongeBob SquarePants Movie.m4v"
"The Stranger","The Stranger.m4v","artwork/01415/The%20Stranger.art[0].png",0,1,0,"Adam Beach, Anthony Harrison, Dalila Bela, Erica Cerra, G. Michael Gray, Geoff Gustafson, John Tench, Steve Austin","Action & Adventure","Action, Thriller","2010-06-01","Pro wrestling legend Steve Austin stars as a man with no name, no memory and absolutely nothing left to lose. But when he finds himself hunted by both the FBI and the Russian mob, this amnesiac decides to fight back. Pursuit cannot stop him. Torture will not break him. And with every beating, bullet and betrayal, he’ll remember another piece of the horror that took away his career, his family and his identity. Now the puzzle is nearly complete, and one man is about to take back his past…by ending a whole lot of futures. Erica Cerra (“Eureka”) and Adam Beach (Flags of Our Fathers) star in this explosive action-thriller about collateral damage, stone cold vengeance, and a double-crossed killing machine known only as The Stranger","0","","Robert Lieberman","","","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Stranger/The Stranger.m4v"
"The Switch","The Switch.m4v","artwork/01416/The%20Switch.art[0].png",0,1,0,"Jason Bateman, Jeff Goldblum, Jennifer Aniston, Juliette Lewis, Todd Louiso","Comedy & Romance","Comedy, Drama, Indie, Romance","2010-08-20","An unmarried 40-year-old woman turns to a turkey baster in order to become pregnant. Seven years later, she reunites with her best friend, who has been living with a secret: he replaced her preferred sperm sample with his own.","0","Mandate Pictures, Miramax Films","Josh Gordon, Will Speck","","Allan Loeb, Jeffrey Eugenides","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Switch/The Switch.m4v"
"The Tale of Despereaux","The Tale of Despereaux.m4v","artwork/01417/The%20Tale%20of%20Despereaux.art[0].png",0,1,0,"Dustin Hoffman, Emma Watson, Matthew Broderick, Sigourney Weaver","Kids & Family","Adventure, Animation, Comedy, Family","2008-12-19","The tale of three unlikely heroes - a misfit mouse who prefers reading books to eating them, an unhappy rat who schemes to leave the darkness of the dungeon, and a bumbling servant girl with cauliflower ears - whose fates are intertwined with that of the castle's princess.","0","Universal Pictures Corporation","Robert Stevenhagen, Gary Ross, Sam Fell","","","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Tale of Despereaux/The Tale of Despereaux.m4v"
"The Theory of Everything","The Theory of Everything (1080p HD).m4v","artwork/01418/The%20Theory%20of%20Everything%20(1080p%20HD).art[0].jpg",1,1,0,"Abigail Cruttenden, Adam Godley, Charlie Cox, Charlotte Hope, Christian McKay, David Thewlis, Eddie Redmayne, Emily Watson, Felicity Jones, Finlay Wright-Stephens, Harry Lloyd, James Marsh, Lucy Chappell, Maxine Peake, Simon McBurney, Sophie Perry, Tom Prior","Drama","Drama, Romance","2014-11-26","A look at the relationship between the famous physicist Stephen Hawking and his wife.","0","Working Title Films","James Marsh","Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten","Anthony McCarten, Jane Hawking","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Theory of Everything/The Theory of Everything (1080p HD).m4v"
"The Thing","The Thing.m4v","artwork/01419/The%20Thing.art[0].png",0,1,0,"Adewale Akinnuoye-Agbaje, Carsten Bjørnlund, Dan Cristofori, Eric Christian Olsen, Jan Gunnar Røise, Joel Edgerton, Jonathan Walker, Jørgen Langhelle, Kim Bubbs, Kristofer Hivju, Maria De Nancuva, Mary Elizabeth Winstead, Stefen Rollpiller, Stig Henrik Hoff, Trond Espen Seim, Ulrich Thomsen","Horror","Horror, Science Fiction, Mystery","2011-10-14","Antarctica: an extraordinary continent of awesome beauty. It is also home to an isolated outpost where a discovery full of scientific possibility becomes a mission of survival when an alien is unearthed by a crew of international scientists. The shape-shifting creature, accidentally unleashed at this marooned colony, has the ability to turn itself into a perfect replica of any living being. It can look just like you or me, but inside, it remains inhuman. In the thriller The Thing, paranoia spreads like an epidemic among a group of researchers as they’re infected, one by one, by a mystery from another planet.","0","Mary Elizabeth Winstead, Eric Christian Olsen, Adewale Akinnuoye-Agbaje, Joel Edgerton, Ulrich Thomsen, Kim Bubbs, Jonathan Walker, Carsten Bjørnlund, Jørgen Langhelle, Jan Gunnar Røise, Kristofer Hivju, Maria De Nancuva, Dan Cristofori, Stefen Rollpiller, Trond Espen Seim, Stig Henrik Hoff","Matthijs van Heijningen","Marc Abraham, Eric Newman","Eric Heisserer","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Thing/The Thing.m4v"
"The Three Musketeers (Doblada)","The Three Musketeers (Doblada).m4v","artwork/01420/The%20Three%20Musketeers%20(Doblada).art[0].png",0,1,0,"Christoph Waltz, Logan Lerman, Luke Evans, Mads Mikkelsen, Matthew Macfadyen, Milla Jovovich, Orlando Bloom, Ray Stevenson","Action & Adventure","Adventure, Action, Thriller, Romance","2011-10-21","The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.","0","Milla Jovovich, Orlando Bloom, Logan Lerman, Ray Stevenson, Matthew Macfadyen, Luke Evans, Mads Mikkelsen, Christoph Waltz","Paul W.S. Anderson","Paul W.S. Anderson, Martin Moszkowicz","Alexandre Dumas père, Alex Litvak, Andrew Davies","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/The Three Musketeers (Doblada)/The Three Musketeers (Doblada).m4v"
